restaurant_id,name,neighborhood,cuisines,vibe,special_title,special_cadence,event_title,event_timing,source_url,contact_email,image_url,image_alt,image_source_url,image_source_type,image_rights_basis,image_permission_confirmed,image_attribution,image_review_state
osm-node-13828450730-halifax-grill-n-chill,Halifax Grill n Chill,Downtown,,,,,,,,,,Halifax Grill n Chill restaurant photo,,owner_submission,owner_attestation,,Halifax Grill n Chill,needs_review
osm-node-11545376776-halimac,Halimac,Downtown,,,,,,,,,,Halimac restaurant photo,,owner_submission,owner_attestation,,Halimac,needs_review
osm-node-1923225308-hamachi-mura,Hamachi Mura,Armdale / Fairview,,,,,,,,,,Hamachi Mura restaurant photo,,owner_submission,owner_attestation,,Hamachi Mura,needs_review
osm-node-4810480322-happy-sushi,Happy Sushi,Armdale / Fairview,,,,,,,,,,Happy Sushi restaurant photo,,owner_submission,owner_attestation,,Happy Sushi,needs_review
osm-node-3106805613-harbour-city-bar-and-restaurant,Harbour City Bar & Restaurant,Downtown,,,,,,,,,,Harbour City Bar & Restaurant restaurant photo,,owner_submission,owner_attestation,,Harbour City Bar & Restaurant,needs_review
osm-node-5194451222-harbourview-bar-and-lounge,Harbourview Bar and Lounge,Halifax Peninsula,,,,,,,,,,Harbourview Bar and Lounge restaurant photo,,owner_submission,owner_attestation,,Harbourview Bar and Lounge,needs_review
osm-node-3545533833-harvey-s,Harvey's,Armdale / Fairview,,,,,,,,,,Harvey's restaurant photo,,owner_submission,owner_attestation,,Harvey's,needs_review
osm-node-6133453706-harvey-s,Harvey's,Dartmouth,,,,,,,,,,Harvey's restaurant photo,,owner_submission,owner_attestation,,Harvey's,needs_review
osm-way-366157181-harvey-s,Harvey's,West End,,,,,,,,,,Harvey's restaurant photo,,owner_submission,owner_attestation,,Harvey's,needs_review
osm-way-83325811-harvey-s-swiss-chalet,Harvey's/Swiss Chalet,Dartmouth,,,,,,,,,,Harvey's/Swiss Chalet restaurant photo,,owner_submission,owner_attestation,,Harvey's/Swiss Chalet,needs_review
osm-node-13262824618-heartwood,Heartwood,Downtown,,,,,,,,,,Heartwood restaurant photo,,owner_submission,owner_attestation,,Heartwood,needs_review
osm-node-33117708-heartwood-bakery-and-cafe,Heartwood Bakery and Cafe,Downtown,,,,,,,,,,Heartwood Bakery and Cafe restaurant photo,,owner_submission,owner_attestation,,Heartwood Bakery and Cafe,needs_review
osm-node-4550022069-heng-fung,Heng Fung,Dartmouth,,,,,,,,,,Heng Fung restaurant photo,,owner_submission,owner_attestation,,Heng Fung,needs_review
osm-node-4417946897-hfx-sports-bar-and-grill,HFX sports bar and grill,Downtown,,,,,,,,,,HFX sports bar and grill restaurant photo,,owner_submission,owner_attestation,,HFX sports bar and grill,needs_review
osm-node-6886639015-himyum-pizza,HimYum Pizza,North End,,,,,,,,,,HimYum Pizza restaurant photo,,owner_submission,owner_attestation,,HimYum Pizza,needs_review
osm-node-7393868699-hop-sing-restaurant,Hop Sing Restaurant,South End,,,,,,,https://hopsingrestaurant.ca/,,,Hop Sing Restaurant restaurant photo,,owner_submission,owner_attestation,,Hop Sing Restaurant,needs_review
osm-way-588450089-horticulture-hall,Horticulture Hall,Downtown,,,,,,,,,,Horticulture Hall restaurant photo,,owner_submission,owner_attestation,,Horticulture Hall,needs_review
osm-node-32335614-house-of-mei-mei,House of Mei Mei,Armdale / Fairview,,,,,,,,,,House of Mei Mei restaurant photo,,owner_submission,owner_attestation,,House of Mei Mei,needs_review
osm-node-4421959790-humani-t,Humani-T,South End,,,,,,,https://humanitea.com/,,,Humani-T restaurant photo,,owner_submission,owner_attestation,,Humani-T,needs_review
osm-node-11577591866-hungry-bowl,Hungry Bowl,Downtown,,,,,,,,,,Hungry Bowl restaurant photo,,owner_submission,owner_attestation,,Hungry Bowl,needs_review
osm-node-815496273-hyderabad-nawabs,Hyderabad Nawabs,Armdale / Fairview,,,,,,,,,,Hyderabad Nawabs restaurant photo,,owner_submission,owner_attestation,,Hyderabad Nawabs,needs_review
osm-node-37132629-i-love-sushi,I Love Sushi,Downtown,,,,,,,,,,I Love Sushi restaurant photo,,owner_submission,owner_attestation,,I Love Sushi,needs_review
osm-node-7347281231-indochine-banh-mi,Indochine Banh Mi,Downtown,,,,,,,,,,Indochine Banh Mi restaurant photo,,owner_submission,owner_attestation,,Indochine Banh Mi,needs_review
osm-way-173999385-jack-astor-s,Jack Astor's,Armdale / Fairview,,,,,,,,,,Jack Astor's restaurant photo,,owner_submission,owner_attestation,,Jack Astor's,needs_review
osm-node-2624365747-jane-s-next-door,Jane's Next Door,North End,,,,,,,,,,Jane's Next Door restaurant photo,,owner_submission,owner_attestation,,Jane's Next Door,needs_review
osm-node-2624400763-java-blend,Java Blend,North End,,,,,,,https://javablendcoffee.com/contact,,,Java Blend restaurant photo,,owner_submission,owner_attestation,,Java Blend,needs_review
osm-node-12984654351-java-blend-coffee-roasters,Java Blend Coffee Roasters,Downtown,,,,,,,,,,Java Blend Coffee Roasters restaurant photo,,owner_submission,owner_attestation,,Java Blend Coffee Roasters,needs_review
osm-node-11577575576-jekyll-and-hyde,Jekyll & Hyde,West End,,,,,,,,,,Jekyll & Hyde restaurant photo,,owner_submission,owner_attestation,,Jekyll & Hyde,needs_review
osm-node-4990340215-jessies-pizza,Jessies Pizza,Dartmouth,,,,,,,,,,Jessies Pizza restaurant photo,,owner_submission,owner_attestation,,Jessies Pizza,needs_review
osm-node-30915299-jessy-s-pizza,Jessy's Pizza,Armdale / Fairview,,,,,,,,,,Jessy's Pizza restaurant photo,,owner_submission,owner_attestation,,Jessy's Pizza,needs_review
osm-node-1920717385-jessy-s-pizza,Jessy's Pizza,North End,,,,,,,,,,Jessy's Pizza restaurant photo,,owner_submission,owner_attestation,,Jessy's Pizza,needs_review
osm-node-1634822945-jessys-pizza,Jessys Pizza,North End,,,,,,,,,,Jessys Pizza restaurant photo,,owner_submission,owner_attestation,,Jessys Pizza,needs_review
osm-node-32335616-jim-s-family-restaurant,Jim's Family Restaurant,Armdale / Fairview,,,,,,,https://www.jimsfamilyrestauranthalifax.com/cl,,,Jim's Family Restaurant restaurant photo,,owner_submission,owner_attestation,,Jim's Family Restaurant,needs_review
osm-node-2721708505-jincheng-chinese-cuisine,Jincheng Chinese Cuisine,Downtown,,,,,,,,,,Jincheng Chinese Cuisine restaurant photo,,owner_submission,owner_attestation,,Jincheng Chinese Cuisine,needs_review
osm-node-4995047387-john-s-lunch,John's Lunch,Dartmouth,,,,,,,https://johnslunch.com/,,,John's Lunch restaurant photo,,owner_submission,owner_attestation,,John's Lunch,needs_review
osm-node-7196251335-johnny-s-snack-bar,Johnny's Snack Bar,North End,,,,,,,,,,Johnny's Snack Bar restaurant photo,,owner_submission,owner_attestation,,Johnny's Snack Bar,needs_review
osm-node-12179336228-johny-s-ufo-burger-shack,Johny's UFO Burger Shack,Downtown,,,,,,,,,,Johny's UFO Burger Shack restaurant photo,,owner_submission,owner_attestation,,Johny's UFO Burger Shack,needs_review
osm-node-8066235507-jugo-juice,Jugo Juice,Dartmouth,,,,,,,,,,Jugo Juice restaurant photo,,owner_submission,owner_attestation,,Jugo Juice,needs_review
osm-node-26041176-kai-brady-s,Kai Brady's,Downtown,,,,,,,,,,Kai Brady's restaurant photo,,owner_submission,owner_attestation,,Kai Brady's,needs_review
osm-node-5723553932-kam-moon,Kam-moon,North End,,,,,,,https://kam-moon.com/,,,Kam-moon restaurant photo,,owner_submission,owner_attestation,,Kam-moon,needs_review
osm-node-2712744143-kebab-kitchen,Kebab Kitchen,Downtown,,,,,,,http://www.kebabkitchens.com/,,,Kebab Kitchen restaurant photo,,owner_submission,owner_attestation,,Kebab Kitchen,needs_review
osm-node-11428244384-kebab-kitchen,Kebab Kitchen,Dartmouth,,,,,,,,,,Kebab Kitchen restaurant photo,,owner_submission,owner_attestation,,Kebab Kitchen,needs_review
osm-node-11542167428-kempster-s-cookhouse,Kempster's Cookhouse,West End,,,,,,,,,,Kempster's Cookhouse restaurant photo,,owner_submission,owner_attestation,,Kempster's Cookhouse,needs_review
osm-node-8066235495-kfc,KFC,Dartmouth,,,,,,,,,,KFC restaurant photo,,owner_submission,owner_attestation,,KFC,needs_review
osm-way-240110430-kfc,KFC,Dartmouth,,,,,,,,,,KFC restaurant photo,,owner_submission,owner_attestation,,KFC,needs_review
osm-way-265884302-kfc,KFC,West End,,,,,,,,,,KFC restaurant photo,,owner_submission,owner_attestation,,KFC,needs_review
osm-node-2716971768-king-of-donair,King of Donair,Armdale / Fairview,,,,,,,,,,King of Donair restaurant photo,,owner_submission,owner_attestation,,King of Donair,needs_review
osm-node-3799978565-kit-kat-pizza,Kit Kat Pizza,North End,,,,,,,,,,Kit Kat Pizza restaurant photo,,owner_submission,owner_attestation,,Kit Kat Pizza,needs_review
osm-node-11577823203-kiyoto-sushi,Kiyoto Sushi,West End,,,,,,,,,,Kiyoto Sushi restaurant photo,,owner_submission,owner_attestation,,Kiyoto Sushi,needs_review
osm-node-5562314184-korca-pizza,Korca Pizza,North End,,,,,,,,,,Korca Pizza restaurant photo,,owner_submission,owner_attestation,,Korca Pizza,needs_review
osm-node-3791449457-la-frasca-restaurant,La Frasca Restaurant,Downtown,,,,,,,,,,La Frasca Restaurant restaurant photo,,owner_submission,owner_attestation,,La Frasca Restaurant,needs_review
osm-way-460939327-la-piazza-ristorante,La Piazza Ristorante,West End,,,,,,,https://www.lapiazzarestocafe.com/,,,La Piazza Ristorante restaurant photo,,owner_submission,owner_attestation,,La Piazza Ristorante,needs_review
osm-node-3575616966-layla-s-mediterranean-cuisine,Layla's Mediterranean Cuisine,Armdale / Fairview,,,,,,,http://laylacuisine.ca,,,Layla's Mediterranean Cuisine restaurant photo,,owner_submission,owner_attestation,,Layla's Mediterranean Cuisine,needs_review
osm-node-13289257109-le-french-fix,le french fix,Downtown,,,,,,,,,,le french fix restaurant photo,,owner_submission,owner_attestation,,le french fix,needs_review
osm-node-3104110233-leicester-s-deli,Leicester's Deli,Downtown,,,,,,,,,,Leicester's Deli restaurant photo,,owner_submission,owner_attestation,,Leicester's Deli,needs_review
osm-node-4422534594-little-caesars,Little Caesars,Armdale / Fairview,,,,,,,,,,Little Caesars restaurant photo,,owner_submission,owner_attestation,,Little Caesars,needs_review
osm-node-9153297824-loong-7-chinese-restaurant,Loong 7 Chinese Restaurant,West End,,,,,,,,,,Loong 7 Chinese Restaurant restaurant photo,,owner_submission,owner_attestation,,Loong 7 Chinese Restaurant,needs_review
osm-node-37132565-lot-six-bar-and-restaurant,Lot Six Bar & Restaurant,Downtown,,,,,,,,,,Lot Six Bar & Restaurant restaurant photo,,owner_submission,owner_attestation,,Lot Six Bar & Restaurant,needs_review
osm-node-5150192223-lovers-pizza,Lovers Pizza,West End,,,,,,,,,,Lovers Pizza restaurant photo,,owner_submission,owner_attestation,,Lovers Pizza,needs_review
osm-node-2716971767-lower-deck-bar-and-grill,Lower Deck Bar & Grill,Armdale / Fairview,,,,,,,,,,Lower Deck Bar & Grill restaurant photo,,owner_submission,owner_attestation,,Lower Deck Bar & Grill,needs_review
osm-node-2712744152-mama-gratti-s-deli-and-market,Mama Gratti’s Deli & Market,Downtown,,,,,,,,,,Mama Gratti’s Deli & Market restaurant photo,,owner_submission,owner_attestation,,Mama Gratti’s Deli & Market,needs_review
osm-node-475879562-man-bean,Man Bean,South End,,,,,,,,,,Man Bean restaurant photo,,owner_submission,owner_attestation,,Man Bean,needs_review
osm-node-8066235500-manchu-wok,Manchu Wok,Dartmouth,,,,,,,,,,Manchu Wok restaurant photo,,owner_submission,owner_attestation,,Manchu Wok,needs_review
osm-node-4416786989-manhattan-pizza,Manhattan Pizza,South End,,,,,,,http://www.manhattanpizza.ca/locations.html,,,Manhattan Pizza restaurant photo,,owner_submission,owner_attestation,,Manhattan Pizza,needs_review
osm-node-13262595504-mappatura-bistro,Mappatura Bistro,South End,,,,,,,,,,Mappatura Bistro restaurant photo,,owner_submission,owner_attestation,,Mappatura Bistro,needs_review
osm-node-2716971770-marble-slab-creamery,Marble Slab Creamery,Armdale / Fairview,,,,,,,,,,Marble Slab Creamery restaurant photo,,owner_submission,owner_attestation,,Marble Slab Creamery,needs_review
osm-node-2624730675-marquee-ballroom,Marquee Ballroom,North End,,,,,,,,,,Marquee Ballroom restaurant photo,,owner_submission,owner_attestation,,Marquee Ballroom,needs_review
osm-node-12151718794-martino-s-pizza,Martino's Pizza,North End,,,,,,,,,,Martino's Pizza restaurant photo,,owner_submission,owner_attestation,,Martino's Pizza,needs_review
osm-node-8600629382-mary-brown-s,Mary Brown's,Dartmouth,,,,,,,,,,Mary Brown's restaurant photo,,owner_submission,owner_attestation,,Mary Brown's,needs_review
osm-node-10099167258-mary-brown-s,Mary Brown's,West End,,,,,,,,,,Mary Brown's restaurant photo,,owner_submission,owner_attestation,,Mary Brown's,needs_review
osm-node-5503919646-mary-s-african-cuisine,Mary‘s African Cuisine,Downtown,,,,,,,,,,Mary‘s African Cuisine restaurant photo,,owner_submission,owner_attestation,,Mary‘s African Cuisine,needs_review
osm-node-26041175-maxwell-s-plum,Maxwell's Plum,Downtown,,,,,,,,,,Maxwell's Plum restaurant photo,,owner_submission,owner_attestation,,Maxwell's Plum,needs_review
osm-node-33078674-mcdonald-s,McDonald's,Downtown,,,,,,,http://www.mcdonalds.ca/,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-node-626615920-mcdonald-s,McDonald's,Dartmouth,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-node-2712689447-mcdonald-s,McDonald's,Downtown,,,,,,,http://www.mcdonalds.ca/,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-node-3034604253-mcdonald-s,McDonald's,Halifax Peninsula,,,,,,,http://www.mcdonalds.ca/,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-node-8593116375-mcdonald-s,McDonald's,Armdale / Fairview,,,,,,,http://www.mcdonalds.ca/,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-98830027-mcdonald-s,McDonald's,Dartmouth,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-171149707-mcdonald-s,McDonald's,Bayers Lake Business Park,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-181621820-mcdonald-s,McDonald's,West End,,,,,,,https://www.mcdonalds.com/ca/en-ca/location/halifax/halifax-kempt/3486-kempt-road/3141.html,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-224636906-mcdonald-s,McDonald's,Dartmouth,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-240110229-mcdonald-s,McDonald's,Dartmouth,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-358577253-mcdonald-s,McDonald's,Dartmouth,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-364014694-mcdonald-s,McDonald's,South End,,,,,,,http://www.mcdonalds.ca/,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-way-366169898-mcdonald-s,McDonald's,Armdale / Fairview,,,,,,,,,,McDonald's restaurant photo,,owner_submission,owner_attestation,,McDonald's,needs_review
osm-node-3802394757-mezza,Mezza,Downtown,,,,,,,,,,Mezza restaurant photo,,owner_submission,owner_attestation,,Mezza,needs_review
osm-node-1139388739-midtown-tavern-and-lounge,Midtown Tavern and Lounge,Downtown,,,,,,,,,,Midtown Tavern and Lounge restaurant photo,,owner_submission,owner_attestation,,Midtown Tavern and Lounge,needs_review
osm-node-11670265803-mile-et-buerre,Mile et Buerre,West End,,,,,,,,,,Mile et Buerre restaurant photo,,owner_submission,owner_attestation,,Mile et Buerre,needs_review
osm-node-13098723103-misita-k-food,Misita K-food,Downtown,,,,,,,,,,Misita K-food restaurant photo,,owner_submission,owner_attestation,,Misita K-food,needs_review
osm-node-5141574221-montana-s,Montana's,Armdale / Fairview,,,,,,,,,,Montana's restaurant photo,,owner_submission,owner_attestation,,Montana's,needs_review
osm-node-8142450011-montana-s,Montana's,Armdale / Fairview,,,,,,,https://www.montanas.ca/en/locations/3617/halifax-chain-lake-dr.html,,,Montana's restaurant photo,,owner_submission,owner_attestation,,Montana's,needs_review
osm-node-1254843890-monte-s-showbar-grill,Monte's Showbar Grill,Dartmouth,,,,,,,,,,Monte's Showbar Grill restaurant photo,,owner_submission,owner_attestation,,Monte's Showbar Grill,needs_review
osm-node-2704746819-morris-east,Morris East,Armdale / Fairview,,,,,,,,,,Morris East restaurant photo,,owner_submission,owner_attestation,,Morris East,needs_review
osm-node-11767735328-morris-street-east,Morris Street East,Downtown,,,,,,,,,,Morris Street East restaurant photo,,owner_submission,owner_attestation,,Morris Street East,needs_review
osm-way-1513973751-moxie-s,Moxie's,Armdale / Fairview,,,,,,,,,,Moxie's restaurant photo,,owner_submission,owner_attestation,,Moxie's,needs_review
osm-way-178230065-moxie-s-classic-grill,Moxie's Classic Grill,Dartmouth,,,,,,,,,,Moxie's Classic Grill restaurant photo,,owner_submission,owner_attestation,,Moxie's Classic Grill,needs_review
osm-node-472067793-mr-chang-s-chinese-food-emporium,Mr. Chang's Chinese Food Emporium,South End,,,,,,,,,,Mr. Chang's Chinese Food Emporium restaurant photo,,owner_submission,owner_attestation,,Mr. Chang's Chinese Food Emporium,needs_review
osm-node-8066999530-mrs-fields,Mrs. Fields,Dartmouth,,,,,,,,,,Mrs. Fields restaurant photo,,owner_submission,owner_attestation,,Mrs. Fields,needs_review
osm-node-5150267121-murphy-s-the-cable-wharf,Murphy's The Cable Wharf,Waterfront,,,,,,,,,,Murphy's The Cable Wharf restaurant photo,,owner_submission,owner_attestation,,Murphy's The Cable Wharf,needs_review
osm-node-13262743881-my-cha-and-plate,My Cha & Plate,Downtown,,,,,,,,,,My Cha & Plate restaurant photo,,owner_submission,owner_attestation,,My Cha & Plate,needs_review
osm-node-13132266898-mystic,Mystic,Downtown,,,,,,,,,,Mystic restaurant photo,,owner_submission,owner_attestation,,Mystic,needs_review
osm-node-2611276563-narrow-espresso,Narrow Espresso,South End,,,,,,,http://narrowespresso.com/,,,Narrow Espresso restaurant photo,,owner_submission,owner_attestation,,Narrow Espresso,needs_review
osm-node-3791845357-natural-karaoke,Natural Karaoke,Downtown,,,,,,,,,,Natural Karaoke restaurant photo,,owner_submission,owner_attestation,,Natural Karaoke,needs_review
osm-node-11731650042-nayya-pizza-and-grill,Nayya Pizza & Grill,West End,,,,,,,,,,Nayya Pizza & Grill restaurant photo,,owner_submission,owner_attestation,,Nayya Pizza & Grill,needs_review
osm-node-12151629475-nena-s-breakfast-house,Nena's Breakfast House,North End,,,,,,,,,,Nena's Breakfast House restaurant photo,,owner_submission,owner_attestation,,Nena's Breakfast House,needs_review
osm-node-7674271948-new-asia,New Asia,Waterfront,,,,,,,http://www.newasiahalifax.ca/,,,New Asia restaurant photo,,owner_submission,owner_attestation,,New Asia,needs_review
osm-node-5792729053-new-scotland-brewing,New Scotland Brewing,Halifax Peninsula,,,,,,,,,,New Scotland Brewing restaurant photo,,owner_submission,owner_attestation,,New Scotland Brewing,needs_review
osm-node-3800067361-new-scotland-yard-emporium,New Scotland Yard Emporium,Dartmouth,,,,,,,,,,New Scotland Yard Emporium restaurant photo,,owner_submission,owner_attestation,,New Scotland Yard Emporium,needs_review
osm-node-8066235497-new-york-fries,New York Fries,Dartmouth,,,,,,,,,,New York Fries restaurant photo,,owner_submission,owner_attestation,,New York Fries,needs_review
osm-node-37132515-niche-supper-club-lounge,Niche Supper Club Lounge,Downtown,,,,,,,,,,Niche Supper Club Lounge restaurant photo,,owner_submission,owner_attestation,,Niche Supper Club Lounge,needs_review
osm-node-11695608691-north-end-baking-co,North End Baking Co.,West End,,,,,,,,,,North End Baking Co. restaurant photo,,owner_submission,owner_attestation,,North End Baking Co.,needs_review
osm-node-11539027124-novalea-kitchen-and-market,Novalea Kitchen & Market,North End,,,,,,,,,,Novalea Kitchen & Market restaurant photo,,owner_submission,owner_attestation,,Novalea Kitchen & Market,needs_review
osm-node-3791859257-oasis-pub-and-eatery,Oasis Pub and Eatery,Downtown,,,,,,,,,,Oasis Pub and Eatery restaurant photo,,owner_submission,owner_attestation,,Oasis Pub and Eatery,needs_review
osm-way-467340052-off-the-grill,off the Grill,Dartmouth,,,,,,,,,,off the Grill restaurant photo,,owner_submission,owner_attestation,,off the Grill,needs_review
osm-node-5432435420-old-port,Old Port,North End,,,,,,,,,,Old Port restaurant photo,,owner_submission,owner_attestation,,Old Port,needs_review
osm-node-11685978201-open-book-coffee,Open Book Coffee,West End,,,,,,,,,,Open Book Coffee restaurant photo,,owner_submission,owner_attestation,,Open Book Coffee,needs_review
osm-node-13889594820-orange-julius,Orange Julius,Dartmouth,,,,,,,,,,Orange Julius restaurant photo,,owner_submission,owner_attestation,,Orange Julius,needs_review
osm-node-9683689973-ori-foods,Ori Foods,North End,,,,,,,,,,Ori Foods restaurant photo,,owner_submission,owner_attestation,,Ori Foods,needs_review
osm-node-12674247549-osmow-s,Osmow's,West End,,,,,,,,,,Osmow's restaurant photo,,owner_submission,owner_attestation,,Osmow's,needs_review
osm-node-4965917621-patrons-golf-and-lounge,Patrons Golf & Lounge,Bedford,,,,,,,https://www.patronsgolflounge.ca/,,,Patrons Golf & Lounge restaurant photo,,owner_submission,owner_attestation,,Patrons Golf & Lounge,needs_review
osm-node-10916309834-peacock,Peacock,Downtown,,,,,,,,,,Peacock restaurant photo,,owner_submission,owner_attestation,,Peacock,needs_review
osm-node-3799730457-philthy-philly-s,Philthy Philly's,Halifax Peninsula,,,,,,,,,,Philthy Philly's restaurant photo,,owner_submission,owner_attestation,,Philthy Philly's,needs_review
osm-node-3801556957-piatto,Piatto,South End,,,,,,,,,,Piatto restaurant photo,,owner_submission,owner_attestation,,Piatto,needs_review
osm-node-3789869157-piece-of-cake-bakery-and-cafe,Piece of Cake Bakery and Cafe,Waterfront,,,,,,,https://bishopslanding.com/dining/piece-of-cake-fine-bakery-cafe/,,,Piece of Cake Bakery and Cafe restaurant photo,,owner_submission,owner_attestation,,Piece of Cake Bakery and Cafe,needs_review
osm-way-96156496-pilot-s-pub,Pilot's Pub,Dartmouth,,,,,,,,,,Pilot's Pub restaurant photo,,owner_submission,owner_attestation,,Pilot's Pub,needs_review
osm-node-7347521298-pine-house-chinese-restaurant,Pine House Chinese Restaurant,Downtown,,,,,,,,,,Pine House Chinese Restaurant restaurant photo,,owner_submission,owner_attestation,,Pine House Chinese Restaurant,needs_review
osm-node-2721708536-pita-pit,Pita Pit,Downtown,,,,,,,,,,Pita Pit restaurant photo,,owner_submission,owner_attestation,,Pita Pit,needs_review
osm-node-4915907943-pita-pit,Pita Pit,Armdale / Fairview,,,,,,,,,,Pita Pit restaurant photo,,owner_submission,owner_attestation,,Pita Pit,needs_review
osm-node-12139021297-pita-pit,Pita Pit,Dartmouth,,,,,,,,,,Pita Pit restaurant photo,,owner_submission,owner_attestation,,Pita Pit,needs_review
osm-node-9629211486-pizza-co,Pizza Co.,Armdale / Fairview,,,,,,,,,,Pizza Co. restaurant photo,,owner_submission,owner_attestation,,Pizza Co.,needs_review
osm-node-3791840159-pizza-delight,Pizza Delight,Downtown,,,,,,,,,,Pizza Delight restaurant photo,,owner_submission,owner_attestation,,Pizza Delight,needs_review
osm-node-8066235505-pizza-delight,Pizza Delight,Dartmouth,,,,,,,,,,Pizza Delight restaurant photo,,owner_submission,owner_attestation,,Pizza Delight,needs_review
osm-way-171149722-pizza-delight,Pizza Delight,Armdale / Fairview,,,,,,,,,,Pizza Delight restaurant photo,,owner_submission,owner_attestation,,Pizza Delight,needs_review
osm-way-372779852-pizza-girls,Pizza Girls,Downtown,,,,,,,,,,Pizza Girls restaurant photo,,owner_submission,owner_attestation,,Pizza Girls,needs_review
osm-node-6393893025-pizza-hut,Pizza Hut,Armdale / Fairview,,,,,,,https://www.pizzahut.ca/huts/ca-1/R30103/,,,Pizza Hut restaurant photo,,owner_submission,owner_attestation,,Pizza Hut,needs_review
osm-way-358577265-pizza-hut,Pizza Hut,Dartmouth,,,,,,,https://www.pizzahut.ca/huts/ca-1/R30104/,,,Pizza Hut restaurant photo,,owner_submission,owner_attestation,,Pizza Hut,needs_review
osm-node-815496272-pizza-land,Pizza Land,Armdale / Fairview,,,,,,,,,,Pizza Land restaurant photo,,owner_submission,owner_attestation,,Pizza Land,needs_review
osm-node-1910935393-pizza-pizza,Pizza Pizza,Armdale / Fairview,,,,,,,,,,Pizza Pizza restaurant photo,,owner_submission,owner_attestation,,Pizza Pizza,needs_review
osm-node-32335613-pizza-tomaso,Pizza Tomaso,Armdale / Fairview,,,,,,,,,,Pizza Tomaso restaurant photo,,owner_submission,owner_attestation,,Pizza Tomaso,needs_review
osm-node-11577860718-pizza-town,Pizza town,West End,,,,,,,,,,Pizza town restaurant photo,,owner_submission,owner_attestation,,Pizza town,needs_review
osm-node-620090348-pizza-town,Pizza Town,North End,,,,,,,,,,Pizza Town restaurant photo,,owner_submission,owner_attestation,,Pizza Town,needs_review
osm-node-2712624362-pizzadelic,Pizzadelic,Armdale / Fairview,,,,,,,,,,Pizzadelic restaurant photo,,owner_submission,owner_attestation,,Pizzadelic,needs_review
osm-node-8376551845-portland-street-creperie,Portland Street Creperie,Halifax Peninsula,,,,,,,http://www.portlandstreetcreperie.com/,,,Portland Street Creperie restaurant photo,,owner_submission,owner_attestation,,Portland Street Creperie,needs_review
osm-node-37132554-press-gang,Press Gang,Downtown,,,,,,,,,,Press Gang restaurant photo,,owner_submission,owner_attestation,,Press Gang,needs_review
osm-node-13262680652-presto-tea,Presto Tea,Downtown,,,,,,,,,,Presto Tea restaurant photo,,owner_submission,owner_attestation,,Presto Tea,needs_review
osm-node-8066999542-pretzel-maker,Pretzel Maker,Dartmouth,,,,,,,,,,Pretzel Maker restaurant photo,,owner_submission,owner_attestation,,Pretzel Maker,needs_review
osm-node-4417927494-primal-kitchen,Primal Kitchen,South End,,,,,,,https://www.primalhfx.ca/,,,Primal Kitchen restaurant photo,,owner_submission,owner_attestation,,Primal Kitchen,needs_review
osm-node-11577855033-pur-and-simple,Pür & Simple,West End,,,,,,,,,,Pür & Simple restaurant photo,,owner_submission,owner_attestation,,Pür & Simple,needs_review
osm-node-11577854158-radish-chicken,Radish Chicken,West End,,,,,,,,,,Radish Chicken restaurant photo,,owner_submission,owner_attestation,,Radish Chicken,needs_review
osm-node-11695094483-ramblers,Ramblers,Downtown,,,,,,,,,,Ramblers restaurant photo,,owner_submission,owner_attestation,,Ramblers,needs_review
osm-node-7196212749-randy-s-pizza,Randy's Pizza,North End,,,,,,,,,,Randy's Pizza restaurant photo,,owner_submission,owner_attestation,,Randy's Pizza,needs_review
osm-node-5924372813-rasa-flavours-of-india,Rasa: Flavours of India,Downtown,,,,,,,,,,Rasa: Flavours of India restaurant photo,,owner_submission,owner_attestation,,Rasa: Flavours of India,needs_review
osm-node-3799413958-relish-gourmet-burgers,Relish Gourmet Burgers,Downtown,,,,,,,,,,Relish Gourmet Burgers restaurant photo,,owner_submission,owner_attestation,,Relish Gourmet Burgers,needs_review
osm-node-3801688860-revana-pizza,Revana Pizza,Dartmouth,,,,,,,,,,Revana Pizza restaurant photo,,owner_submission,owner_attestation,,Revana Pizza,needs_review
osm-node-3791830257-rockbottom-brewery,Rockbottom Brewery,Downtown,,,,,,,,,,Rockbottom Brewery restaurant photo,,owner_submission,owner_attestation,,Rockbottom Brewery,needs_review
